date,BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,TRXUSDT,WAVESUSDT,MATICUSDT,LTCUSDT,CHZUSDT,BCHUSDT,FTMUSDT,DOGEUSDT,BNBUSDT,NEARUSDT,GMTUSDT,DASHUSDT,AVAXUSDT
2023-08-03 09:41,29135.25,1839.08,0.6816,23.1670,0.076727,1.8924,0.6776,86.18,0.076986,228.23,0.2374,0.074737,240.70,1.4129,0.2087,31.89,12.4977
2023-08-03 09:45,29126.23,1838.48,0.6814,23.1443,0.076686,1.8921,0.6774,86.10,0.076966,228.13,0.2372,0.074673,240.86,1.4109,0.2084,31.86,12.4998
2023-08-03 09:50,29150.00,1840.34,0.6813,23.1851,0.076751,1.8937,0.6782,86.35,0.077114,228.56,0.2377,0.074804,241.06,1.4124,0.2084,31.99,12.5115
2023-08-03 09:55,29141.18,1839.60,0.6800,23.1511,0.076752,1.8918,0.6770,86.31,0.077109,228.37,0.2377,0.074689,240.85,1.4109,0.2086,31.91,12.5056
2023-08-03 10:00,29130.85,1839.44,0.6787,23.0995,0.076707,1.8914,0.6777,86.20,0.077060,228.01,0.2372,0.074649,240.78,1.4082,0.2084,31.91,12.4944
2023-08-03 10:05,29117.20,1837.82,0.6775,23.0646,0.076567,1.8890,0.6759,86.30,0.077115,227.95,0.2371,0.074563,240.53,1.4085,0.2078,31.98,12.4979
2023-08-03 10:10,29117.01,1837.99,0.6779,23.0860,0.076667,1.8896,0.6764,86.42,0.077152,227.71,0.2357,0.074630,240.58,1.4103,0.2079,31.96,12.4968
2023-08-03 10:15,29107.98,1837.08,0.6763,23.0448,0.076673,1.8879,0.6759,86.33,0.077056,227.60,0.2353,0.074513,240.52,1.4087,0.2079,31.92,12.4892
2023-08-03 10:20,29124.90,1837.88,0.6769,23.0680,0.076727,1.8901,0.6769,86.56,0.077274,228.00,0.2358,0.074642,240.65,1.4096,0.2081,31.99,12.4968
2023-08-03 10:25,29070.38,1833.82,0.6707,22.9197,0.076553,1.8841,0.6739,86.23,0.077034,227.07,0.2349,0.074316,240.11,1.4034,0.2075,31.86,12.4723
2023-08-03 10:30,29092.58,1835.49,0.6695,22.9720,0.076556,1.8853,0.6744,86.41,0.077015,227.07,0.2350,0.074374,240.13,1.4037,0.2074,31.88,12.4702
2023-08-03 10:35,29096.71,1836.00,0.6730,22.9865,0.076631,1.8859,0.6754,86.54,0.076993,227.75,0.2353,0.074505,240.17,1.4064,0.2075,31.92,12.4840
2023-08-03 10:40,29084.11,1835.03,0.6719,22.9475,0.076631,1.8827,0.6744,86.48,0.076941,227.36,0.2350,0.074425,239.96,1.4036,0.2075,31.90,12.4709
2023-08-03 10:45,29097.00,1835.70,0.6730,22.9727,0.076641,1.8836,0.6750,86.54,0.076928,227.69,0.2352,0.074447,240.04,1.4037,0.2074,31.91,12.4716
2023-08-03 10:50,29080.43,1834.56,0.6720,22.8141,0.076575,1.8800,0.6731,86.42,0.076653,227.10,0.2347,0.074304,239.81,1.4026,0.2073,31.84,12.4438
2023-08-03 10:55,29050.44,1833.68,0.6714,22.6642,0.076494,1.8799,0.6724,86.40,0.076579,226.83,0.2343,0.074196,239.63,1.4001,0.2067,31.82,12.4305
2023-08-03 11:00,29043.57,1832.97,0.6707,22.6969,0.076519,1.8757,0.6724,86.29,0.076606,227.22,0.2345,0.074179,239.61,1.3993,0.2067,31.79,12.4282
2023-08-03 11:05,29069.98,1834.50,0.6721,22.7332,0.076576,1.8805,0.6733,86.38,0.076635,227.59,0.2350,0.074265,239.59,1.3995,0.2067,31.85,12.4392
2023-08-03 11:10,29040.01,1832.50,0.6703,22.6836,0.076500,1.8756,0.6719,86.02,0.076511,227.44,0.2343,0.074142,239.57,1.3966,0.2062,31.80,12.4198
2023-08-03 11:15,29065.87,1834.84,0.6715,22.7300,0.076546,1.8809,0.6734,86.15,0.076637,227.76,0.2347,0.074309,239.53,1.3999,0.2064,31.86,12.4430
2023-08-03 11:20,29064.05,1834.10,0.6706,22.7266,0.076477,1.8803,0.6728,85.87,0.076535,227.62,0.2346,0.074187,239.62,1.3952,0.2067,31.89,12.4352
2023-08-03 11:25,29052.00,1833.72,0.6713,22.7346,0.076490,1.8804,0.6727,85.77,0.076552,227.58,0.2346,0.074187,239.43,1.3923,0.2064,31.90,12.4380
2023-08-03 11:30,29051.58,1832.73,0.6702,22.6977,0.076427,1.8809,0.6727,85.97,0.076474,227.45,0.2347,0.074100,239.32,1.3913,0.2064,31.86,12.4368
2023-08-03 11:35,29071.43,1833.78,0.6701,22.7513,0.076389,1.8803,0.6736,86.16,0.076497,228.13,0.2348,0.074226,239.22,1.3947,0.2061,31.83,12.4450
2023-08-03 11:40,29075.85,1834.39,0.6697,22.7753,0.076579,1.8813,0.6733,86.37,0.076500,227.89,0.2349,0.074212,239.28,1.3941,0.2066,31.90,12.4631
2023-08-03 11:45,29075.85,1833.30,0.6702,22.7656,0.076550,1.8806,0.6736,86.36,0.076505,228.20,0.2348,0.074009,239.25,1.3922,0.2066,31.93,12.4534
2023-08-03 11:50,29045.66,1831.60,0.6666,22.7088,0.076494,1.8769,0.6727,86.19,0.076145,227.32,0.2342,0.073970,239.08,1.3905,0.2062,31.88,12.4457
2023-08-03 11:55,29040.00,1830.69,0.6581,22.6533,0.076332,1.8712,0.6705,86.09,0.076070,227.24,0.2340,0.073108,238.43,1.3849,0.2056,31.74,12.4000
2023-08-03 12:00,29078.83,1831.63,0.6602,22.6607,0.076479,1.8730,0.6718,86.27,0.076039,227.64,0.2351,0.073141,238.78,1.3859,0.2059,31.76,12.4393
2023-08-03 12:05,29101.34,1832.75,0.6625,22.7478,0.076497,1.8782,0.6729,86.36,0.076307,228.16,0.2353,0.073474,239.21,1.3896,0.2059,31.90,12.4599
2023-08-03 12:10,29108.32,1833.14,0.6619,22.7100,0.076538,1.8781,0.6729,86.26,0.076358,228.04,0.2352,0.073457,239.25,1.3890,0.2059,31.94,12.4639
2023-08-03 12:15,29056.67,1829.85,0.6596,22.6200,0.076374,1.8739,0.6712,86.07,0.076250,227.42,0.2346,0.073150,238.87,1.3863,0.2055,31.81,12.4342
2023-08-03 12:20,29067.14,1830.41,0.6599,22.6249,0.076382,1.8730,0.6715,86.01,0.076172,227.29,0.2347,0.073142,238.86,1.3862,0.2053,31.77,12.4349
2023-08-03 12:25,29086.37,1831.13,0.6617,22.6511,0.076445,1.8733,0.6719,86.17,0.076380,227.55,0.2351,0.073279,239.12,1.3883,0.2056,31.82,12.4491
2023-08-03 12:30,29115.21,1833.00,0.6620,22.6931,0.076521,1.8740,0.6730,86.13,0.076498,227.82,0.2357,0.073415,239.29,1.3892,0.2059,31.91,12.4598
2023-08-03 12:35,29109.68,1832.91,0.6614,22.6761,0.076521,1.8742,0.6730,86.11,0.076418,227.65,0.2349,0.073240,239.28,1.3878,0.2059,31.90,12.4599
2023-08-03 12:40,29137.42,1834.65,0.6629,22.7379,0.076576,1.8749,0.6738,86.15,0.076515,227.65,0.2355,0.073402,239.48,1.3904,0.2059,31.89,12.4668
2023-08-03 12:45,29127.59,1834.04,0.6630,22.7291,0.076572,1.8779,0.6738,86.08,0.076513,227.45,0.2357,0.073320,239.27,1.3890,0.2061,31.87,12.4781
2023-08-03 12:50,29136.98,1835.29,0.6640,22.7780,0.076561,1.8800,0.6747,86.19,0.076631,227.55,0.2360,0.073419,239.37,1.3908,0.2061,31.93,12.4856
2023-08-03 12:55,29123.13,1834.26,0.6648,22.7106,0.076564,1.8824,0.6746,86.10,0.076543,227.40,0.2358,0.073302,239.23,1.3900,0.2062,31.89,12.4792
2023-08-03 13:00,29113.75,1833.68,0.6645,22.7000,0.076591,1.8807,0.6741,86.04,0.076520,227.11,0.2357,0.073313,239.26,1.3891,0.2060,31.95,12.4836
2023-08-03 13:05,29119.97,1833.85,0.6647,22.7205,0.076597,1.8821,0.6744,85.92,0.076563,227.31,0.2356,0.073288,239.30,1.3913,0.2060,31.89,12.4890
2023-08-03 13:10,29127.88,1833.34,0.6646,22.7220,0.076621,1.8819,0.6748,85.99,0.076630,227.51,0.2357,0.073264,239.48,1.3907,0.2060,31.91,12.4901
2023-08-03 13:15,29129.10,1833.34,0.6641,22.7233,0.076653,1.8802,0.6747,85.98,0.076555,227.42,0.2355,0.073227,239.48,1.3901,0.2060,31.90,12.4873
2023-08-03 13:20,29137.99,1833.67,0.6639,22.7105,0.076723,1.8815,0.6751,85.98,0.076530,227.24,0.2354,0.073284,239.67,1.3894,0.2063,31.87,12.4834
2023-08-03 13:25,29161.56,1834.85,0.6646,22.7507,0.076737,1.8816,0.6757,86.22,0.076586,227.93,0.2356,0.073383,239.99,1.3918,0.2064,31.98,12.4954
2023-08-03 13:30,29158.96,1835.00,0.6638,22.7390,0.076766,1.8813,0.6753,86.13,0.076585,227.82,0.2356,0.073370,240.17,1.3899,0.2064,31.96,12.4910
2023-08-03 13:35,29174.98,1835.92,0.6650,22.7720,0.076804,1.8808,0.6762,86.23,0.076650,228.32,0.2355,0.073495,240.29,1.3892,0.2064,32.05,12.5062
2023-08-03 13:40,29170.59,1835.41,0.6654,22.7256,0.076827,1.8806,0.6753,86.38,0.076505,228.28,0.2352,0.073456,240.20,1.3896,0.2067,32.05,12.5025
2023-08-03 13:45,29170.59,1835.40,0.6661,22.7381,0.076828,1.8814,0.6748,86.41,0.076526,228.21,0.2351,0.073423,240.20,1.3883,0.2067,32.03,12.4951
2023-08-03 13:50,29176.45,1835.83,0.6650,22.7548,0.076881,1.8831,0.6755,86.48,0.076514,228.43,0.2352,0.073545,240.20,1.3896,0.2071,32.11,12.4982
2023-08-03 13:55,29161.00,1835.51,0.6643,22.7301,0.076890,1.8828,0.6751,86.45,0.076450,228.30,0.2349,0.073505,240.15,1.3888,0.2069,32.06,12.4948
2023-08-03 14:00,29172.38,1836.48,0.6647,22.7530,0.076864,1.8816,0.6753,86.59,0.076499,228.79,0.2351,0.073561,240.02,1.3897,0.2070,32.11,12.5022
2023-08-03 14:05,29175.90,1836.48,0.6639,22.7269,0.076907,1.8807,0.6759,86.44,0.076556,228.93,0.2352,0.073535,240.28,1.3877,0.2071,32.09,12.5037
2023-08-03 14:10,29188.60,1837.68,0.6649,22.7933,0.076941,1.8827,0.6761,86.69,0.076670,230.54,0.2354,0.073674,240.53,1.3898,0.2073,32.10,12.5253
2023-08-03 14:15,29190.98,1837.25,0.6655,22.8092,0.076904,1.8826,0.6763,86.60,0.076588,230.12,0.2353,0.073720,240.55,1.3902,0.2071,32.09,12.5323
2023-08-03 14:20,29194.99,1838.02,0.6662,22.8450,0.076958,1.8824,0.6765,86.65,0.076621,229.53,0.2354,0.073757,240.59,1.3914,0.2073,32.09,12.5394
2023-08-03 14:25,29186.01,1837.49,0.6659,22.8061,0.076935,1.8814,0.6763,86.67,0.076590,229.42,0.2351,0.073723,240.43,1.3897,0.2074,32.12,12.5301
2023-08-03 14:30,29186.00,1837.74,0.6658,22.8100,0.076895,1.8840,0.6762,86.46,0.076547,229.10,0.2353,0.073732,240.39,1.3878,0.2075,32.12,12.5283
2023-08-03 14:35,29171.52,1837.74,0.6657,22.8077,0.076943,1.8839,0.6761,86.39,0.076704,229.11,0.2350,0.073660,240.52,1.3883,0.2074,32.08,12.5318
2023-08-03 14:40,29162.48,1837.01,0.6653,22.7841,0.076913,1.8825,0.6759,86.31,0.076691,229.35,0.2351,0.073641,240.36,1.3875,0.2072,32.08,12.5300
2023-08-03 14:45,29157.00,1837.40,0.6653,22.7801,0.076970,1.8841,0.6760,86.35,0.076892,228.93,0.2351,0.073677,240.35,1.3867,0.2072,32.12,12.5295
2023-08-03 14:50,29168.00,1837.89,0.6658,22.7956,0.077023,1.8861,0.6768,86.33,0.077035,228.99,0.2352,0.073717,240.43,1.3880,0.2072,32.11,12.5340
2023-08-03 14:55,29160.01,1837.16,0.6650,22.7514,0.076927,1.8835,0.6757,86.17,0.076923,228.73,0.2349,0.073589,240.38,1.3852,0.2072,32.11,12.5126
2023-08-03 15:00,29150.01,1836.85,0.6644,22.7624,0.076873,1.8842,0.6754,86.20,0.076939,229.07,0.2349,0.073524,240.25,1.3845,0.2072,32.01,12.5180
2023-08-03 15:05,29153.28,1837.21,0.6655,22.7309,0.076947,1.8854,0.6762,86.22,0.076725,229.24,0.2353,0.073557,240.32,1.3847,0.2072,32.01,12.5361
2023-08-03 15:10,29148.52,1836.94,0.6653,22.7464,0.076855,1.8844,0.6763,86.30,0.076582,229.17,0.2353,0.073564,240.13,1.3837,0.2073,32.02,12.5196
2023-08-03 15:15,29126.02,1836.69,0.6645,22.7407,0.076842,1.8821,0.6761,86.25,0.076572,228.97,0.2351,0.073541,240.19,1.3830,0.2073,31.98,12.5244
2023-08-03 15:20,29139.99,1837.31,0.6647,22.7594,0.076868,1.8839,0.6766,86.33,0.076559,229.14,0.2353,0.073651,240.34,1.3828,0.2073,32.04,12.5307
2023-08-03 15:25,29147.30,1838.46,0.6656,22.8077,0.076891,1.8848,0.6774,86.47,0.076640,229.52,0.2355,0.073679,240.67,1.3836,0.2076,32.08,12.5304
2023-08-03 15:30,29139.99,1837.92,0.6654,22.7500,0.076940,1.8840,0.6769,86.39,0.076526,229.57,0.2356,0.073684,240.77,1.3823,0.2075,32.08,12.5354
2023-08-03 15:35,29150.00,1837.81,0.6659,22.8095,0.076933,1.8836,0.6767,86.51,0.076574,229.60,0.2354,0.073751,240.71,1.3794,0.2074,32.13,12.5298
2023-08-03 15:40,29154.01,1837.59,0.6657,22.8010,0.076880,1.8833,0.6757,86.47,0.076763,229.30,0.2355,0.073719,240.65,1.3782,0.2073,32.12,12.5168
2023-08-03 15:45,29149.07,1837.34,0.6653,22.7520,0.076804,1.8814,0.6757,86.26,0.076589,229.16,0.2354,0.073639,240.63,1.3774,0.2073,32.05,12.5013
2023-08-03 15:50,29141.00,1836.84,0.6634,22.7090,0.076788,1.8789,0.6747,86.16,0.076540,228.72,0.2353,0.073550,240.63,1.3776,0.2070,32.02,12.4958
2023-08-03 15:55,29124.37,1836.00,0.6633,22.6802,0.076710,1.8787,0.6740,86.07,0.076386,227.83,0.2349,0.073517,240.60,1.3764,0.2069,32.01,12.4899
2023-08-03 16:00,29121.00,1836.05,0.6627,22.6845,0.076689,1.8786,0.6742,86.08,0.076412,227.88,0.2348,0.073510,240.64,1.3764,0.2069,31.95,12.4936
2023-08-03 16:05,29104.05,1834.47,0.6621,22.6591,0.076652,1.8748,0.6733,86.02,0.076472,227.70,0.2345,0.073453,240.50,1.3751,0.2068,31.90,12.4846
2023-08-03 16:10,29104.00,1835.55,0.6614,22.6762,0.076599,1.8757,0.6730,85.94,0.076446,227.82,0.2344,0.073417,240.17,1.3741,0.2065,31.87,12.4700
2023-08-03 16:15,29112.91,1835.81,0.6617,22.7126,0.076700,1.8779,0.6736,85.90,0.076568,227.86,0.2347,0.073499,240.32,1.3762,0.2067,31.89,12.4720
2023-08-03 16:20,29109.01,1834.96,0.6606,22.6600,0.076647,1.8747,0.6727,85.98,0.076605,227.74,0.2343,0.073303,240.20,1.3742,0.2065,31.88,12.4633
2023-08-03 16:25,29104.17,1835.22,0.6611,22.7006,0.076689,1.8777,0.6735,86.11,0.076645,228.10,0.2346,0.073390,240.25,1.3764,0.2064,31.89,12.4802
2023-08-03 16:30,29100.00,1834.73,0.6625,22.6886,0.076714,1.8771,0.6740,86.09,0.076646,227.90,0.2349,0.073389,240.18,1.3774,0.2064,31.86,12.4694
2023-08-03 16:35,29112.36,1835.14,0.6636,22.7262,0.076819,1.8797,0.6746,86.20,0.076740,228.21,0.2351,0.073499,240.46,1.3773,0.2071,31.89,12.4903
2023-08-03 16:40,29120.84,1836.16,0.6649,22.7381,0.076889,1.8817,0.6746,86.28,0.076787,228.38,0.2351,0.073560,240.50,1.3778,0.2074,31.93,12.5041
2023-08-03 16:45,29150.60,1836.92,0.6653,22.7906,0.076949,1.8822,0.6754,86.33,0.076888,228.58,0.2355,0.073610,241.05,1.3795,0.2076,31.91,12.5116
2023-08-03 16:50,29169.03,1838.99,0.6664,22.8116,0.077085,1.8828,0.6757,86.36,0.077081,228.72,0.2354,0.073692,240.93,1.3785,0.2078,31.93,12.5301
2023-08-03 16:55,29169.41,1837.71,0.6650,22.7525,0.076999,1.8803,0.6747,86.22,0.076985,228.20,0.2350,0.073649,240.94,1.3774,0.2077,31.88,12.5066
2023-08-03 17:00,29153.18,1837.01,0.6654,22.7500,0.076906,1.8794,0.6741,86.12,0.076928,228.10,0.2347,0.073596,240.84,1.3762,0.2072,31.89,12.5046
2023-08-03 17:05,29141.36,1836.32,0.6641,22.7340,0.077025,1.8789,0.6731,86.05,0.076992,227.91,0.2346,0.073521,240.68,1.3744,0.2070,31.87,12.4914
2023-08-03 17:10,29201.61,1838.92,0.6657,22.8223,0.077154,1.8829,0.6759,86.30,0.077052,228.57,0.2355,0.073716,241.13,1.3766,0.2079,31.92,12.5275
2023-08-03 17:15,29170.00,1836.80,0.6647,22.7934,0.077112,1.8812,0.6751,86.19,0.076696,228.14,0.2351,0.073741,240.91,1.3752,0.2079,31.86,12.5150
2023-08-03 17:20,29187.35,1836.30,0.6658,22.8059,0.077063,1.8812,0.6736,86.26,0.076692,228.08,0.2350,0.073719,240.98,1.3752,0.2076,31.85,12.5188
2023-08-03 17:25,29189.38,1838.44,0.6657,22.8431,0.077185,1.8829,0.6753,86.41,0.076788,228.46,0.2352,0.073685,241.06,1.3757,0.2079,31.89,12.5194
2023-08-03 17:30,29198.21,1839.00,0.6673,22.8554,0.077288,1.8833,0.6760,86.46,0.076838,228.23,0.2356,0.073790,241.10,1.3786,0.2077,31.88,12.5346
2023-08-03 17:35,29232.64,1840.69,0.6695,22.9283,0.077369,1.8877,0.6776,86.66,0.077003,229.53,0.2360,0.074046,241.29,1.3793,0.2084,31.94,12.5529
2023-08-03 17:40,29232.19,1839.29,0.6690,22.9245,0.077354,1.8886,0.6777,86.66,0.076986,229.19,0.2360,0.073929,241.20,1.3802,0.2084,31.96,12.5450
2023-08-03 17:45,29215.28,1838.30,0.6678,22.8667,0.077297,1.8866,0.6771,86.43,0.076835,228.84,0.2359,0.073967,241.15,1.3789,0.2084,31.92,12.5461
2023-08-03 17:50,29212.04,1838.06,0.6680,22.8800,0.077231,1.8868,0.6771,86.44,0.076813,229.21,0.2359,0.074044,241.02,1.3766,0.2083,31.88,12.5448
2023-08-03 17:55,29201.00,1837.57,0.6682,22.8555,0.077200,1.8879,0.6768,86.35,0.076711,228.83,0.2357,0.073999,240.86,1.3735,0.2084,31.88,12.5375
2023-08-03 18:00,29210.84,1838.80,0.6683,22.8847,0.077328,1.8880,0.6790,86.42,0.076810,228.81,0.2358,0.074114,240.86,1.3741,0.2083,31.90,12.5526
2023-08-03 18:05,29241.77,1840.12,0.6696,22.9200,0.077334,1.8900,0.6797,86.46,0.076904,229.13,0.2360,0.074159,240.92,1.3772,0.2086,31.88,12.5674
2023-08-03 18:10,29305.80,1841.99,0.6715,22.9873,0.077401,1.8916,0.6819,86.66,0.077118,230.32,0.2366,0.074278,241.27,1.3806,0.2090,31.97,12.59
2023-08-03 18:15,29300.00,1840.53,0.6724,22.9879,0.077416,1.8918,0.6812,86.67,0.077052,229.86,0.2370,0.074279,241.22,1.3801,0.2093,32.00,12.5939
2023-08-03 18:20,29368.00,1844.62,0.6723,23.0453,0.077429,1.8955,0.6826,86.88,0.077239,230.43,0.2375,0.074390,241.53,1.3831,0.2097,32.08,12.6150
2023-08-03 18:25,29340.99,1843.10,0.6711,23.0137,0.077352,1.8933,0.6825,86.82,0.077123,230.65,0.2373,0.074378,241.38,1.3826,0.2095,32.10,12.5929
2023-08-03 18:30,29397.38,1847.83,0.6726,23.0699,0.077489,1.8964,0.6844,86.85,0.077360,230.88,0.2379,0.074638,241.79,1.3851,0.2097,32.17,12.6171
2023-08-03 18:35,29365.07,1846.60,0.6709,23.0302,0.077376,1.8960,0.6828,86.86,0.077126,230.47,0.2374,0.074559,241.50,1.3824,0.2092,31.99,12.6041
2023-08-03 18:40,29350.00,1844.48,0.6708,22.9615,0.077333,1.8927,0.6817,86.70,0.077014,230.09,0.2372,0.074410,241.15,1.3818,0.2087,32.01,12.5754
2023-08-03 18:45,29321.74,1844.05,0.6701,22.9484,0.077262,1.8931,0.6815,86.59,0.076924,229.93,0.2372,0.074325,241.09,1.3818,0.2087,31.98,12.5723
2023-08-03 18:50,29308.79,1843.66,0.6709,22.9581,0.077261,1.8912,0.6813,86.50,0.076880,229.79,0.2374,0.074352,241.13,1.3828,0.2087,31.97,12.5701
2023-08-03 18:55,29248.64,1841.51,0.6700,22.8484,0.077139,1.8862,0.6794,86.20,0.076733,229.07,0.2367,0.074243,240.76,1.3784,0.2081,31.90,12.5450
2023-08-03 19:00,29243.48,1841.41,0.6695,22.8355,0.077213,1.8875,0.6797,86.32,0.076849,228.83,0.2367,0.074254,240.97,1.3785,0.2082,31.97,12.5535
2023-08-03 19:05,29264.00,1842.21,0.6697,22.8647,0.077165,1.8870,0.6796,86.41,0.076951,229.09,0.2374,0.074281,240.92,1.3785,0.2083,32.00,12.5535
2023-08-03 19:10,29281.77,1843.91,0.6712,22.8672,0.077264,1.8887,0.6796,86.50,0.077009,229.17,0.2377,0.074367,241.60,1.3810,0.2085,32.05,12.5687
2023-08-03 19:15,29258.07,1841.21,0.6700,22.8070,0.077189,1.8867,0.6786,86.40,0.076993,228.68,0.2373,0.074280,241.59,1.3782,0.2081,32.00,12.5550
2023-08-03 19:20,29263.48,1842.35,0.6709,22.8294,0.077257,1.8887,0.6796,86.47,0.077074,228.77,0.2374,0.074340,241.45,1.3802,0.2080,32.00,12.5598
2023-08-03 19:25,29263.71,1841.83,0.6704,22.8204,0.077310,1.8880,0.6788,86.41,0.077024,228.68,0.2373,0.074280,241.35,1.3788,0.2081,31.96,12.5562
2023-08-03 19:30,29260.40,1840.58,0.6708,22.7974,0.077295,1.8874,0.6784,86.39,0.077058,228.71,0.2372,0.074225,241.35,1.3800,0.2081,32.00,12.5561
2023-08-03 19:35,29218.65,1840.23,0.6704,22.7564,0.077184,1.8847,0.6772,86.38,0.076955,228.20,0.2364,0.074154,241.12,1.3771,0.2076,32.02,12.5413
2023-08-03 19:40,29233.00,1841.30,0.6704,22.7490,0.077241,1.8850,0.6775,86.43,0.077062,228.37,0.2365,0.074157,241.12,1.3773,0.2076,32.05,12.5493
2023-08-03 19:45,29252.90,1841.97,0.6696,22.7735,0.077206,1.8848,0.6777,86.35,0.077082,228.59,0.2367,0.074207,241.05,1.3773,0.2075,32.08,12.5544
2023-08-03 19:50,29246.43,1842.64,0.6693,22.7425,0.077236,1.8834,0.6772,86.39,0.077010,228.30,0.2362,0.074095,240.93,1.3746,0.2076,32.01,12.5512
2023-08-03 19:55,29271.51,1844.68,0.6714,22.8250,0.077325,1.8866,0.6794,86.52,0.077289,229.03,0.2368,0.074309,241.22,1.3780,0.2080,32.04,12.5640
2023-08-03 20:00,29303.99,1846.81,0.6714,22.8415,0.077340,1.8869,0.6800,86.59,0.077387,229.18,0.2371,0.074607,241.51,1.3786,0.2082,32.11,12.5852
2023-08-03 20:05,29278.49,1845.13,0.6704,22.7813,0.077313,1.8850,0.6795,86.51,0.077449,228.97,0.2368,0.074595,241.37,1.3758,0.2080,32.04,12.5666
2023-08-03 20:10,29284.99,1845.65,0.6708,22.7935,0.077362,1.8846,0.6799,86.57,0.077463,229.36,0.2367,0.074518,241.19,1.3788,0.2081,32.10,12.5641
2023-08-03 20:15,29303.92,1845.83,0.6709,22.8015,0.077377,1.8850,0.6796,86.50,0.077481,229.37,0.2367,0.074491,241.02,1.3780,0.2081,32.06,12.5789
2023-08-03 20:20,29305.81,1846.12,0.6709,22.8071,0.077384,1.8852,0.6795,86.44,0.077370,229.17,0.2367,0.074459,240.94,1.3778,0.2080,32.06,12.5824
2023-08-03 20:25,29304.75,1846.93,0.6725,22.8315,0.077385,1.8853,0.6801,86.46,0.077228,229.31,0.2368,0.074598,241.06,1.3776,0.2080,32.06,12.5947
2023-08-03 20:30,29301.03,1847.15,0.6739,22.8748,0.077451,1.8875,0.6810,86.61,0.077287,229.36,0.2369,0.074696,241.19,1.3796,0.2084,32.09,12.6099
2023-08-03 20:35,29344.77,1855.10,0.6750,23.0005,0.077500,1.8918,0.6831,86.82,0.077392,229.75,0.2377,0.074737,241.50,1.3810,0.2088,32.13,12.6331
2023-08-03 20:40,29337.50,1856.61,0.6752,23.0060,0.077429,1.8889,0.6820,86.85,0.077253,229.52,0.2376,0.074771,241.57,1.3818,0.2088,32.14,12.6149
2023-08-03 20:45,29357.49,1856.60,0.6755,23.0438,0.077464,1.8918,0.6834,86.84,0.077362,229.75,0.2377,0.074853,241.74,1.3834,0.2091,32.18,12.6231
2023-08-03 20:50,29329.79,1855.01,0.6752,22.9905,0.077343,1.8891,0.6826,86.65,0.077277,229.52,0.2372,0.074737,241.68,1.3801,0.2089,32.10,12.6238
2023-08-03 20:55,29339.99,1856.03,0.6757,23.0171,0.077346,1.8893,0.6830,86.58,0.077312,229.78,0.2371,0.074726,241.76,1.3824,0.2088,32.06,12.6296
2023-08-03 21:00,29300.00,1853.08,0.6744,23.0054,0.077390,1.8870,0.6819,86.52,0.077258,229.54,0.2369,0.074593,241.71,1.3793,0.2086,32.08,12.6114
2023-08-03 21:05,29259.34,1851.40,0.6743,22.9594,0.077357,1.8851,0.6803,86.33,0.077146,229.16,0.2360,0.074514,241.44,1.3779,0.2084,32.03,12.5859
2023-08-03 21:10,29269.96,1851.50,0.6741,22.9503,0.077332,1.8846,0.6800,86.51,0.077167,229.32,0.2362,0.074505,241.41,1.3769,0.2084,32.02,12.5837
2023-08-03 21:15,29243.03,1850.12,0.6731,22.9076,0.077321,1.8836,0.6795,86.38,0.077089,229.05,0.2359,0.074397,241.26,1.3759,0.2085,31.97,12.5802
2023-08-03 21:20,29239.38,1848.86,0.6733,22.9287,0.077209,1.8822,0.6790,86.23,0.076978,228.83,0.2355,0.074323,241.17,1.3734,0.2079,31.98,12.5643
2023-08-03 21:25,29230.01,1847.98,0.6733,22.8855,0.077211,1.8808,0.6785,86.35,0.077024,228.75,0.2353,0.074330,241.11,1.3732,0.2080,31.99,12.5543
2023-08-03 21:30,29223.04,1847.00,0.6715,22.8498,0.077190,1.8791,0.6773,86.17,0.076941,228.53,0.2349,0.074220,240.82,1.3711,0.2078,31.96,12.5445
2023-08-03 21:35,29203.60,1845.79,0.6711,22.8582,0.077105,1.8795,0.6768,86.13,0.077031,228.47,0.2344,0.074199,240.70,1.3710,0.2077,32.00,12.5387
2023-08-03 21:40,29147.74,1844.45,0.6713,22.8390,0.077128,1.8793,0.6764,86.07,0.077000,228.34,0.2346,0.074153,240.49,1.3706,0.2077,31.97,12.5348
2023-08-03 21:45,29183.55,1843.09,0.6709,22.7944,0.077086,1.8788,0.6763,86.05,0.076990,228.08,0.2343,0.074100,240.50,1.3696,0.2077,31.94,12.5221
2023-08-03 21:50,29182.01,1843.49,0.6714,22.7879,0.077070,1.8783,0.6756,86.09,0.077094,228.21,0.2343,0.074182,240.57,1.3695,0.2075,31.92,12.5243
2023-08-03 21:55,29200.00,1844.34,0.6709,22.8399,0.077061,1.8807,0.6766,86.05,0.077170,228.49,0.2345,0.074258,240.77,1.3711,0.2077,31.98,12.5384
2023-08-03 22:00,29200.99,1844.82,0.6713,22.8252,0.077116,1.8814,0.6748,86.07,0.077115,228.55,0.2345,0.074269,240.80,1.3701,0.2077,31.92,12.5315
2023-08-03 22:05,29229.00,1846.19,0.6718,22.8765,0.077129,1.8814,0.6751,86.15,0.077096,228.45,0.2349,0.074324,240.80,1.3706,0.2078,31.90,12.5343
